TRI Facility Name,TRI Facility ID,Year,Census Tract,3-Mile Population,Under Age 5 Percentile,Over Age 64 Percentile,Unemployment Rate Percentile,Limited English Speaking Percentile,Less Than High School Education Percentile,ZIP Code,Street Address,City,County,Latitude,Longitude,Chemical,Industry Sector,NAICS Code,Parent Company,Releases (lb),Air Releases (lb),Water Releases (lb),Land Releases (lb),Off-Site Releases (lb),Waste Managed (lb),RSEI Hazard,Number of Source Reduction Activities
CADILLAC ASPHALT LLC,4816WCDLLC1523S,2024,26115832400,"30,228",72,21,0,0,52,48161,15203 S TELEGRAPH RD,"MONROE, MI","MONROE, MI",41.89198966,-83.43449192,"Benzo[g,h,i]perylene (191-24-2)",324 Petroleum Products,324121 Asphalt Paving Mixture and Block Manufacturing,CRH AMERICAS INC,0.00,0.00,0.00,0.00,0.00,0.00,66,0
SUPERIOR MATERIALS PLANT 20,48505SPRRMG53ND,2024,26049012202,"47,538",85,34,99,0,68,48505,G-5300 N DORT HWY,"FLINT, MI","GENESEE, MI",43.0620375,-83.67387449,Lead (7439-92-1),327 Nonmetallic Mineral Product,327320 Ready-Mix Concrete Manufacturing,VCNA PRAIRIE LLC,0.00,0.00,0.00,0.00,0.00,0.00,75,0
MARATHON PETROLEUM CO LP - MICHIGAN REFINING DIV,48217MRTHN1300S,2024,26163524500,"94,854",0,35,0,0,0,48217,1300 S FORT ST HES DEPT,"DETROIT, MI","WAYNE, MI",42.28071629,-83.15192609,Dioxin and dioxin-like compounds (N150),324 Petroleum Products,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,0.00,0.00,0.00,0.00,0.00,0.00,"3,304,868",0
J H CAMPBELL GENERATING PLANT,49460JHCMP17000,2024,26139022002,"2,772",34,62,82,0,47,49460,17000 CROSWELL ST,"WEST OLIVE, MI","OTTAWA, MI",42.92085153,-86.20634501,Dioxin and dioxin-like compounds (N150),2211 Electric Utilities,221112 Fossil Fuel Electric Power Generation,CMS ENERGY,0.00,0.00,0.00,0.00,0.00,0.00,"1,941,816",0
ST MARYS CEMENT U.S. LLC,49720MDSCMBELLS,2024,26029000400,"3,587",37,95,51,57,37,49720,16000 BELLS BAY RD,"CHARLEVOIX, MI","CHARLEVOIX, MI",45.30794109,-85.30779401,Dioxin and dioxin-like compounds (N150),327 Nonmetallic Mineral Product,327310 Cement Manufacturing,VCNA PRAIRIE LLC,0.00,0.00,0.00,0.00,0.00,0.00,"1,148,055",0
BILLERUD QUINNESEC,49876CHMPNUSHIG,2024,26043950300,"5,480",46,23,42,0,18,49876,W 6791 US HWY 2,"QUINNESEC, MI","DICKINSON, MI",45.80204895,-87.95895733,Dioxin and dioxin-like compounds (N150),322 Paper,322110 Pulp Mills,BILLERUD AMERICAS CORP,0.00,0.00,0.00,0.00,0.00,0.00,"1,130,459",0
GERDAU MACSTEEL MONROE,48161NRTHS3000E,2024,26115831800,"23,135",0,0,0,0,0,48161,3000 E FRONT ST,"MONROE, MI","MONROE, MI",41.89706191,-83.36151774,Dioxin and dioxin-like compounds (N150),331 Primary Metals,331110 Iron and Steel Mills and Ferroalloy Manufacturing,GERDAU USA INC,0.00,0.00,0.00,0.00,0.00,0.18,"1,018,710",0
US STEEL CORP GREAT LAKES WORKS,48229GRTLKNO1QU,2024,26163987000,-,0,0,0,0,0,48229,1 QUALITY DR,"ECORSE, MI","WAYNE, MI",42.2562099,-83.13423533,Polycyclic aromatic compounds (N590),331 Primary Metals,331110 Iron and Steel Mills and Ferroalloy Manufacturing,US STEEL CORP,0.00,0.00,0.00,0.00,0.00,0.00,238,0
HOLCIM (US) INC,49707LFRGCFORDA,2024,26007000400,"9,674",21,43,61,75,47,49707,1435 FORD AVE,"ALPENA, MI","ALPENA, MI",45.06479492,-83.4264411,Dioxin and dioxin-like compounds (N150),327 Nonmetallic Mineral Product,327310 Cement Manufacturing,HOLCIM PARTICIPATIONS (US) INC,0.00,0.00,0.00,0.00,0.00,0.00,"691,488",0
PACKAGING CORP OF AMERICA,49634PCKGN2245U,2024,26101000700,"8,480",42,83,67,0,64,49634,2246 UDELL ST,"FILER CITY, MI","MANISTEE, MI",44.247547,-86.318539,Dioxin and dioxin-like compounds (N150),322 Paper,322120 Paper Mills,PACKAGING CORP OF AMERICA,0.00,0.00,0.00,0.00,0.00,0.00,"343,892",0
OLDCASTLE LAWN & GARDEN,4872WLDCST645DI,2024,26145011600,"13,864",21,77,56,0,76,48722,6045 DIXIE HWY,"BRIDGEPORT, MI","SAGINAW, MI",43.36332569,-83.88410441,Lead compounds (N420),321 Wood Products,321999 All Other Miscellaneous Wood Product Manufacturing,CRH AMERICAS INC,0.00,0.00,0.00,0.00,0.00,0.00,3,0
MICHIGAN PAVING & MATERIALS CO - MONROE,48161THMPS3125E,2024,26115831800,"19,008",0,0,0,0,0,48161,3125 E FRONT ST,"MONROE, MI","MONROE, MI",41.89651788,-83.36013555,"Benzo[g,h,i]perylene (191-24-2)",4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,CRH AMERICAS INC,0.00,0.00,0.00,0.00,0.00,0.00,2,0
MICHIGAN PAVING & MATERIALS CO - MONROE,48161THMPS3125E,2024,26115831800,"19,008",0,0,0,0,0,48161,3125 E FRONT ST,"MONROE, MI","MONROE, MI",41.89651788,-83.36013555,Polycyclic aromatic compounds (N590),4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,CRH AMERICAS INC,0.00,0.00,0.00,0.00,0.00,0.00,46,0
ALCO MANUFACTURING CORP LLC,4813WLCMNF8763D,2024,26161448000,"8,984",36,44,27,0,16,48130,8763 DEXTER CHELSEA RD,"DEXTER, MI","WASHTENAW, MI",42.33020204,-83.90526759,Lead (7439-92-1),332 Fabricated Metals,332721 Precision Turned Product Manufacturing,ALCO HOLDINGS,0.00,0.00,0.00,0.00,0.00,45.01,2,0
DTE ELECTRIC CO-BELLE RIVER POWER PLANT,48054DTRTD4505K,2024,26147641000,"5,092",31,81,78,0,49,48054,4505 KING RD,"CHINA TOWNSHIP, MI","ST. CLAIR, MI",42.77569325,-82.51235737,Dioxin and dioxin-like compounds (N150),2211 Electric Utilities,221112 Fossil Fuel Electric Power Generation,DTE ENERGY CO,0.00,0.00,0.00,0.00,0.00,0.00,"109,527",0
MICHIGAN PAVING & MATERIALS CO,48801TRRYM1950W,2024,26057000500,"14,556",27,51,66,0,39,48801,1950 WILLIAMS ST,"ALMA, MI","GRATIOT, MI",43.38606146,-84.62968617,"Benzo[g,h,i]perylene (191-24-2)",324 Petroleum Products,324121 Asphalt Paving Mixture and Block Manufacturing,CRH AMERICAS INC,0.00,0.00,0.00,0.00,0.00,0.00,1,0
MICHIGAN PAVING & MATERIALS CO,48801TRRYM1950W,2024,26057000500,"14,556",27,51,66,0,39,48801,1950 WILLIAMS ST,"ALMA, MI","GRATIOT, MI",43.38606146,-84.62968617,Polycyclic aromatic compounds (N590),324 Petroleum Products,324121 Asphalt Paving Mixture and Block Manufacturing,CRH AMERICAS INC,0.00,0.00,0.00,0.00,0.00,0.00,26,0
OLDCASTLE LAWN & GARDEN,4872WLDCST645DI,2024,26145011600,"13,864",21,77,56,0,76,48722,6045 DIXIE HWY,"BRIDGEPORT, MI","SAGINAW, MI",43.36332569,-83.88410441,Trifluralin (1582-09-8),321 Wood Products,321999 All Other Miscellaneous Wood Product Manufacturing,CRH AMERICAS INC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
AIR PRODUCTS & CHEMICALS INC/DETROIT HYDROGEN FACILITY,48217DTRTS1025S,2024,-,"99,709",-,-,-,-,-,48217,1025 OAKWOOD BLVD,"DETROIT, MI","WAYNE, MI",42.28702436,-83.1555223,Nickel compounds (N495),325 Chemicals,325120 Industrial Gas Manufacturing,AIR PRODUCTS & CHEMICALS INC,0.00,0.00,0.00,0.00,0.00,"14,004.20",0,0
ALLIED FINISHING INC,49508LLDFN4100B,2024,26081012608,"41,254",76,63,33,57,68,49512,4100 BROADMOOR SE,"KENTWOOD, MI","KENT, MI",42.88901815,-85.56932812,Lead compounds (N420),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",ALLIED FINISHING INC,0.00,0.00,0.00,0.00,0.00,77.00,0,0
ALLIED FINISHING INC,49508LLDFN4100B,2024,26081012608,"41,254",76,63,33,57,68,49512,4100 BROADMOOR SE,"KENTWOOD, MI","KENT, MI",42.88901815,-85.56932812,Manganese compounds (N450),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",ALLIED FINISHING INC,0.00,0.00,0.00,0.00,0.00,5.00,0,0
ALPHA METAL FINISHING CO.,48130LPHMT8155H,2024,26161454002,"9,181",34,66,29,64,13,48130,8155 HURON ST,"DEXTER, MI","WASHTENAW, MI",42.34130667,-83.88466896,Nitric acid (7697-37-2),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",ALPHA METAL FINISHING CO,0.00,0.00,0.00,0.00,0.00,0.00,0,1
ALPHA METAL FINISHING CO.,48130LPHMT8155H,2024,26161454002,"9,181",34,66,29,64,13,48130,8155 HURON ST,"DEXTER, MI","WASHTENAW, MI",42.34130667,-83.88466896,Sulfuric acid (acid aerosols) (7664-93-9),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",ALPHA METAL FINISHING CO,0.00,0.00,0.00,0.00,0.00,0.00,0,1
AMERICAN SOY PRODUCTS INC.,4817WMRCNS1474W,2024,26161423400,"20,996",40,67,90,0,16,48176,1474 WOODLAND DR,"SALINE, MI","WASHTENAW, MI",42.18834539,-83.76455552,Nitric acid (7697-37-2),311 Food,311999 All Other Miscellaneous Food Manufacturing,MORGAN FOODS INC,0.00,0.00,0.00,0.00,0.00,"23,448.71",0,0
ATMOSPHERE HEAT TREATING,48393TMSPH30760,2024,26125133102,"30,469",0,0,0,0,0,48393,30760 CENTURY DR,"WIXOM, MI","OAKLAND, MI",42.51851697,-83.54868183,Nitric acid (7697-37-2),332 Fabricated Metals,332811 Metal Heat Treating,ATMOSPHERE HEAT TREATING,0.00,0.00,0.00,0.00,0.00,"25,826.00",0,0
AURIA SOLUTIONS,48079CLLNS2001C,2024,26147642000,"10,296",0,0,0,0,0,48079,2001 CHRISTIAN B HAAS DR,"SAINT CLAIR, MI","ST. CLAIR, MI",42.84632356,-82.49475878,Diisocyanates (N120),339 Miscellaneous Manufacturing,339999 All Other Miscellaneous Manufacturing,AURIA SOLUTIONS USA INC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
AUTOKINITON PLANT 3,4942WLWNCX88E32,2024,26139025200,"30,649",90,0,28,58,31,49423,808 E 32ND ST,"HOLLAND, MI","ALLEGAN, MI",42.76863455,-86.07885917,Lead (7439-92-1),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,AUTOKINITON US HOLDINGS INC,0.00,0.00,0.00,0.00,0.00,"13,121.00",0,0
BASF CORP,48150BSFCR13000,2024,26163558500,"80,791",79,69,56,74,35,48150,13000 LEVAN RD,"LIVONIA, MI","WAYNE, MI",42.37759386,-83.40189891,Diethanolamine (111-42-2),325 Chemicals,325211 Plastics Material and Resin Manufacturing,BASF CORP,0.00,0.00,0.00,0.00,0.00,"2,248.00",0,0
BASF CORP,48150BSFCR13000,2024,26163558500,"80,791",79,69,56,74,35,48150,13000 LEVAN RD,"LIVONIA, MI","WAYNE, MI",42.37759386,-83.40189891,Ethylene glycol (107-21-1),325 Chemicals,325211 Plastics Material and Resin Manufacturing,BASF CORP,0.00,0.00,0.00,0.00,0.00,"12,069.00",0,0
BASF CORP,48192BSFCR1609B,2024,26163580100,"83,157",54,24,35,0,37,481923729,1609 BIDDLE AVE,"WYANDOTTE, MI","WAYNE, MI",42.2177185,-83.15027742,tert-Butyl alcohol (75-65-0),325 Chemicals,325211 Plastics Material and Resin Manufacturing,BASF CORP,0.00,0.00,0.00,0.00,0.00,"691,003.00",0,0
BLEISTAHL N.A. LP,4903WBLSTH19CLA,2024,26025002600,"11,450",56,21,66,71,74,49037,190 CLARK ROAD N,"BATTLE CREEK, MI","CALHOUN, MI",42.33623992,-85.28687706,Chromium (7440-47-3),336 Transportation Equipment,336310 Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,BLEISTAHL LTD,0.00,0.00,0.00,0.00,0.00,"7,768.00",0,0
BLEISTAHL N.A. LP,4903WBLSTH19CLA,2024,26025002600,"11,450",56,21,66,71,74,49037,190 CLARK ROAD N,"BATTLE CREEK, MI","CALHOUN, MI",42.33623992,-85.28687706,Cobalt (7440-48-4),336 Transportation Equipment,336310 Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,BLEISTAHL LTD,0.00,0.00,0.00,0.00,0.00,"27,375.00",0,0
BLUEWATER THERMAL SOLUTIONS - COLDWATER,49036BRZNG94CON,2024,26023951400,"13,334",16,82,34,0,40,49036,94 CONCEPT DR,"COLDWATER, MI","BRANCH, MI",41.94927725,-84.97869097,Manganese (7439-96-5),332 Fabricated Metals,332811 Metal Heat Treating,BWT LLC,0.00,0.00,0.00,0.00,0.00,708.00,0,0
BRONSON PLATING CO,49028BRNSN135IN,2024,26023950300,"3,447",43,66,49,61,69,49028,135 INDUSTRIAL AVE,"BRONSON, MI","BRANCH, MI",41.87956943,-85.19380993,Lead (7439-92-1),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",NA,0.00,0.00,0.00,0.00,0.00,3.69,0,0
BRONSON PLATING CO,49028BRNSN135IN,2024,26023950300,"3,447",43,66,49,61,69,49028,135 INDUSTRIAL AVE,"BRONSON, MI","BRANCH, MI",41.87956943,-85.19380993,Perfluorooctane sulfonic acid (1763-23-1),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",NA,0.00,0.00,0.00,0.00,0.00,0.00,0,0
CADILLAC PLATING CORP,48089CDLLC23849,2024,26099268300,"145,326",98,31,99,0,97,48089,23849 GROESBECK HWY,"WARREN, MI","MACOMB, MI",42.47039734,-82.98678893,Nitric acid (7697-37-2),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",NA,0.00,0.00,0.00,0.00,0.00,"10,636.00",0,0
COSMA BODY ASSEMBLY MICHIGAN,4816WCSMBD54725,2024,26125138600,"11,811",34,13,0,65,0,48165,54725 GRAND RIVER AVE,"NEW HUDSON, MI","OAKLAND, MI",42.50645668,-83.59186685,Nickel (7440-02-0),336 Transportation Equipment,336390 Other Motor Vehicle Parts Manufacturing,MAGNA US HOLDING INC,0.00,0.00,0.00,0.00,0.00,"1,424.00",0,0
CURTIS METAL FINISHING CO,48078CRTSC6645S,2024,26099982001,"98,136",0,0,0,0,0,48313,6645 SIMS DR,"STERLING HEIGHTS, MI","MACOMB, MI",42.58932703,-83.04172465,Nitric acid (7697-37-2),332 Fabricated Metals,"332812 Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufactur..",CURTIS METAL FINISHING CO,0.00,0.00,0.00,0.00,0.00,"87,020.00",0,0
DAIRY FARMERS OF AMERICA INC.,4872WDRYFRDIVIS,2024,26157000100,"3,598",44,76,89,0,59,48726,4105 NORTH DIV ST,"CASS CITY, MI","TUSCOLA, MI",43.59002008,-83.1802758,Nitric acid (7697-37-2),311 Food,"311514 Dry, Condensed, and Evaporated Dairy Product Manufacturing",DAIRY FARMERS OF AMERICA INC,0.00,0.00,0.00,0.00,0.00,"48,830.00",0,0
DAIRY FARMERS OF AMERICA INC.,4872WDRYFRDIVIS,2024,26157000100,"3,598",44,76,89,0,59,48726,4105 NORTH DIV ST,"CASS CITY, MI","TUSCOLA, MI",43.59002008,-83.1802758,Peracetic acid (79-21-0),311 Food,"311514 Dry, Condensed, and Evaporated Dairy Product Manufacturing",DAIRY FARMERS OF AMERICA INC,0.00,0.00,0.00,0.00,0.00,"15,912.52",0,0
DANA - WARREN MANUFACTURING LLC,48093SMNFC2821V,2024,26099262000,"103,399",36,75,96,79,65,48093,28201 VAN DYKE AVE,"WARREN, MI","MACOMB, MI",42.49990932,-83.02813603,Nickel (7440-02-0),336 Transportation Equipment,336330 Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,DANA INC,0.00,0.00,0.00,0.00,0.00,"12,750.00",0,0
DANA DRIVESHAFT MANUFACTURING LLC,48326DNCRP444NA,2024,26125981400,"35,850",0,0,-,0,93,48326,4440 N ATLANTIC BLVD,"AUBURN HILLS, MI","OAKLAND, MI",42.70712024,-83.27739402,Lead (7439-92-1),336 Transportation Equipment,336350 Motor Vehicle Transmission and Power Train Parts Manufacturing,DANA INC,0.00,0.00,0.00,0.00,0.00,122.88,0,0
DANA DRIVESHAFT MANUFACTURING LLC,48326DNCRP444NA,2024,26125981400,"35,850",0,0,-,0,93,48326,4440 N ATLANTIC BLVD,"AUBURN HILLS, MI","OAKLAND, MI",42.70712024,-83.27739402,Manganese (7439-96-5),336 Transportation Equipment,336350 Motor Vehicle Transmission and Power Train Parts Manufacturing,DANA INC,0.00,0.00,0.00,0.00,0.00,"18,432.18",0,0
DANA DRIVESHAFT MANUFACTURING LLC,48326DNCRP444NA,2024,26125981400,"35,850",0,0,-,0,93,48326,4440 N ATLANTIC BLVD,"AUBURN HILLS, MI","OAKLAND, MI",42.70712024,-83.27739402,Nickel (7440-02-0),336 Transportation Equipment,336350 Motor Vehicle Transmission and Power Train Parts Manufacturing,DANA INC,0.00,0.00,0.00,0.00,0.00,"12,288.12",0,0
DARLING INGREDIENTS INC.,4941WDRLNG59LDA,2024,26005030704,"2,596",34,41,28,63,30,49419,5900 OLD ALLEGAN RD,"HAMILTON, MI","ALLEGAN, MI",42.65206072,-86.12468373,Methanol (67-56-1),311 Food,311613 Rendering and Meat Byproduct Processing,DARLING INGREDIENTS INC,0.00,0.00,0.00,0.00,0.00,"26,136.00",0,0
ELECTRO CHEMICAL FINISHING CO,49509LCTRC2610R,2024,26081013801,"71,804",38,73,47,57,63,49519,2610 REMICO ST SW,"WYOMING, MI","KENT, MI",42.90896576,-85.73020061,Nitric acid (7697-37-2),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",ELECTRO CHEMICAL FINISHING CO,0.00,0.00,0.00,0.00,0.00,"24,885.00",0,0
FCA US STERLING STAMPING PLANT,48077STRLN35777,2024,26099982002,"97,953",0,0,0,0,0,48312,35777 VAN DYKE,"STERLING HEIGHTS, MI","MACOMB, MI",42.55585784,-83.02948518,Manganese compounds (N450),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,FCA US LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
FCA US STERLING STAMPING PLANT,48077STRLN35777,2024,26099982002,"97,953",0,0,0,0,0,48312,35777 VAN DYKE,"STERLING HEIGHTS, MI","MACOMB, MI",42.55585784,-83.02948518,Toluene (108-88-3),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,FCA US LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
FCA US WARREN STAMPING PLANT,48091WRRNS22800,2024,26099982200,"129,109",0,0,0,0,93,48091,22800 MOUND RD,"WARREN, MI","MACOMB, MI",42.46100325,-83.04452265,Benzene (71-43-2),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,FCA US LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
FCA US WARREN STAMPING PLANT,48091WRRNS22800,2024,26099982200,"129,109",0,0,0,0,93,48091,22800 MOUND RD,"WARREN, MI","MACOMB, MI",42.46100325,-83.04452265,Manganese compounds (N450),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,FCA US LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
FCA US WARREN STAMPING PLANT,48091WRRNS22800,2024,26099982200,"129,109",0,0,0,0,93,48091,22800 MOUND RD,"WARREN, MI","MACOMB, MI",42.46100325,-83.04452265,Toluene (108-88-3),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,FCA US LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
FLEXIBLE STEEL LACING CO. D/B/A FLEXCO INC.,4954WFLXCN1854N,2024,26081011502,"38,005",14,44,0,0,52,49544,1854 NORTHRIDGE DRIVE NW,"WALKER, MI","KENT, MI",43.02519054,-85.71688849,Copper (7440-50-8),333 Machinery,333922 Conveyor and Conveying Equipment Manufacturing,FLEXIBLE STEEL LACING CO,0.00,0.00,0.00,0.00,0.00,"10,661.00",0,0
FLEXIBLE STEEL LACING CO. D/B/A FLEXCO INC.,4954WFLXCN1854N,2024,26081011502,"38,005",14,44,0,0,52,49544,1854 NORTHRIDGE DRIVE NW,"WALKER, MI","KENT, MI",43.02519054,-85.71688849,Lead (7439-92-1),333 Machinery,333922 Conveyor and Conveying Equipment Manufacturing,FLEXIBLE STEEL LACING CO,0.00,0.00,0.00,0.00,0.00,246.00,0,0
FORD MOTOR CO DEARBORN STAMPING PLANT,48121FRDM13001M,2024,26163985700,"123,088",0,0,0,0,0,48120,3001 MILLER RD,"DEARBORN, MI","WAYNE, MI",42.30886967,-83.15678743,Copper (7440-50-8),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,FORD MOTOR CO,0.00,0.00,0.00,0.00,0.00,"2,600.00",0,0
FORD MOTOR CO DEARBORN STAMPING PLANT,48121FRDM13001M,2024,26163985700,"123,088",0,0,0,0,0,48120,3001 MILLER RD,"DEARBORN, MI","WAYNE, MI",42.30886967,-83.15678743,Manganese (7439-96-5),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,FORD MOTOR CO,0.00,0.00,0.00,0.00,0.00,0.00,0,0
FORD MOTOR CO DEARBORN TOOL & DIE PLANT,48121FRDM43001M,2024,26163985700,"123,088",0,0,0,0,0,48120,3001 MILLER RD,"DEARBORN, MI","WAYNE, MI",42.30886967,-83.15678743,Copper (7440-50-8),333 Machinery,"333514 Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",FORD MOTOR CO,0.00,0.00,0.00,0.00,0.00,6.00,0,0
FORD MOTOR CO DEARBORN TOOL & DIE PLANT,48121FRDM43001M,2024,26163985700,"123,088",0,0,0,0,0,48120,3001 MILLER RD,"DEARBORN, MI","WAYNE, MI",42.30886967,-83.15678743,Lead (7439-92-1),333 Machinery,"333514 Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",FORD MOTOR CO,0.00,0.00,0.00,0.00,0.00,1.90,0,0
FORD MOTOR CO DEARBORN TRUCK PLANT,48121FRDM23001M,2024,26163985700,"123,088",0,0,0,0,0,48120,3001 MILLER RD,"DEARBORN, MI","WAYNE, MI",42.30886967,-83.15678743,"Benzo[g,h,i]perylene (191-24-2)",336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FORD MOTOR CO,0.00,0.00,0.00,0.00,0.00,0.00,0,0
FORD MOTOR CO MICHIGAN ASSEMBLY PLANT,48184FRDMT38303,2024,26163566700,"67,978",14,15,80,62,67,48184,38303 MICHIGAN AVE,"WAYNE, MI","WAYNE, MI",42.27796988,-83.41395208,"Benzo[g,h,i]perylene (191-24-2)",336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FORD MOTOR CO,0.00,0.00,0.00,0.00,0.00,0.00,0,0
FORD MOTOR CO WOODHAVEN STAMPING PLANT,48183FRDMT20900,2024,26163982101,"57,115",0,0,0,0,0,48183,20900 WEST RD,"WOODHAVEN, MI","WAYNE, MI",42.13942075,-83.23681615,Manganese (7439-96-5),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,FORD MOTOR CO,0.00,0.00,0.00,0.00,0.00,"24,000.00",0,0
GAST MANUFACTURING INC,49022GSTMN2300H,2024,26021002000,"33,320",78,75,41,58,81,49022,2300 HWY M-139,"BENTON HARBOR, MI","BERRIEN, MI",42.07631724,-86.43661171,Chromium (7440-47-3),333 Machinery,333912 Air and Gas Compressor Manufacturing,IDEX CORP,0.00,0.00,0.00,0.00,0.00,"9,062.00",0,0
GAST MANUFACTURING INC,49022GSTMN2300H,2024,26021002000,"33,320",78,75,41,58,81,49022,2300 HWY M-139,"BENTON HARBOR, MI","BERRIEN, MI",42.07631724,-86.43661171,Nickel (7440-02-0),333 Machinery,333912 Air and Gas Compressor Manufacturing,IDEX CORP,0.00,0.00,0.00,0.00,0.00,"9,208.00",0,0
GENERAL MOTORS LANSING DELTA TOWNSHIP,48917GNRLM85REL,2024,26045020302,"10,044",63,24,60,0,0,48917,8175 MILLETT HWY,"LANSING, MI","EATON, MI",42.69753322,-84.67379564,Naphthalene (91-20-3),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,1.00,0,0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,"1,2,4-Trimethylbenzene (95-63-6)",336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,"Benzo[g,h,i]perylene (191-24-2)",336 Transportation Equipment,336350 Motor Vehicle Transmission and Power Train Parts Manufacturing,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,Cumene (98-82-8),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,Ethylbenzene (100-41-4),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,Ethylene glycol (107-21-1),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,Manganese (7439-96-5),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,0.00,0,0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,Manganese (7439-96-5),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,GENERAL MOTORS LLC,0.00,0.00,0.00,0.00,0.00,7.00,0,0
